customer_id,first_name,last_name,email,signup_date,country,loyalty_tier
C0337,,Smith,wei.smith1@gmail.com,22-12-2024,,silver
C0338,Carlos,Smith,carlos.smith2@corp.com,2024-06-25,US,silver
C0339,Hassan,Lopez,hassan.lopez3@outlook.com,05/29/2024,BD,bronze
C0340,Nina,Novak,nina.novak4@outlook.com,24-02-2022,BD,Gold
C0341,Carlos,Lopez,carlos.lopez5@outlook.com,2022-04-22,US,silver
C0342,Ava,Islam,ava.islam6@gmail.com,01/10/2024,AE,
C0343,Fatima,Rahman,fatima.rahman0@gmail.com,04-02-2022,UK,silver
C0343,Fatima,Rahman,fatima.rahman0@gmail.com,04-02-2022,UK,silver
C0344,Rakib,Lopez,rakib.lopez1@outlook.com,10/23/2024,CA,gold
C0345,Zoe,Silva,zoe.silva2@yahoo.com,2023-07-23,AE,silver
C0346,Wei,Novak,wei.novak3@outlook.com,11-03-2024,,gold
C0347,Elena,Chen,elena.chen4@gmail.com,2023-05-16,US,
C0348,Rakib,Ahmed,rakib.ahmed5@yahoo.com,2022-09-02,,gold
C0349,Priya,Novak,priya.novak6@outlook.com,12/08/2022,UK,gold
C0350,Amina,Garcia,amina.garcia0@corp.com,12-07-2023,,Gold
C0351,Mei,Rahman,mei.rahman1@outlook.com,04/24/2022,BD,bronze
C0352,Tom,Silva,tom.silva2@gmail.com,13-04-2023,US,gold
C0353,Mei,Garcia,mei.garcia3@corp.com,2022-11-04,US,Gold
C0354,Elena,Chen,elena.chen4@outlook.com,05/24/2023,UK,bronze
C0355,Hassan,Garcia,hassan.garcia5@gmail.com,25-10-2024,BD,silver
C0356,Rakib,Lopez,rakib.lopez6@gmail.com,08/10/2024,UK,bronze
C0357,Noah,Khan,noah.khan0@outlook.com,02/15/2023,UK,Gold
C0358,Priya,Silva,priya.silva1@corp.com,05-02-2023,BD,silver
C0358,Priya,Silva,priya.silva1@corp.com,05-02-2023,BD,silver
C0359,Elena,Khan,elena.khan2@yahoo.com,01/14/2025,,gold
C0360,Amina,Lopez,amina.lopez3@outlook.com,2022-08-01,BD,
C0361,Rakib,Smith,rakib.smith4@outlook.com,2022-07-10,AE,
C0362,Priya,Rahman,priya.rahman5@gmail.com,2025-04-04,,
C0363,Hassan,Khan,hassan.khan6@corp.com,2022-09-25,UK,
C0364,Liam,Garcia,liam.garcia0@corp.com,2023-07-11,BD,silver
C0365,Hassan,Islam,hassan.islam1@yahoo.com,2022-08-05,UK,
C0366,Priya,Chen,priya.chen2@corp.com,09/24/2023,US,gold
C0367,Grace,Silva,grace.silva3@gmail.com,03/17/2023,,silver
C0368,Yusuf,Novak,yusuf.novak4@gmail.com,09/05/2023,BD,gold
C0369,Noah,Novak,noah.novak5@yahoo.com,07/13/2022,BD,gold
C0369,Noah,Novak,noah.novak5@yahoo.com,07/13/2022,BD,gold
C0370,Nina,Smith,nina.smith6@yahoo.com,03/31/2024,,gold
C0371,Omar,Islam,omar.islam0@gmail.com,2022-05-13,CA,silver
C0372,Liam,Islam,liam.islam1@gmail.com,2024-08-02,AE,
C0373,Yusuf,Rahman,yusuf.rahman2@gmail.com,23-02-2024,UK,silver
C0374,Omar,Ahmed,omar.ahmed3@corp.com,2022-11-01,AE,silver
C0375,Mei,Lopez,mei.lopez4@corp.com,2022-05-05,BD,
C0376,Ibrahim,Chen,ibrahim.chen5@gmail.com,23-02-2024,AE,
C0377,Hassan,Novak,hassan.novak6@outlook.com,03/06/2024,UK,Gold
C0378,Omar,Khan,omar.khan0@corp.com,12/20/2024,BD,silver
C0379,Nina,Ahmed,nina.ahmed1@gmail.com,26-03-2023,CA,bronze
C0380,Fatima,Smith,fatima.smith2@yahoo.com,14-10-2023,AE,gold
C0381,Priya,Silva,priya.silva3@yahoo.com,2025-02-27,CA,Gold
C0382,Mei,Khan,mei.khan4@gmail.com,2022-04-26,US,Gold
C0383,Liam,Silva,liam.silva5@yahoo.com,09/25/2022,UK,gold
C0383,Liam,Silva,liam.silva5@yahoo.com,09/25/2022,UK,gold
C0384,Hassan,Smith,hassan.smith6@gmail.com,12/13/2024,UK,
C0385,Liam,Ahmed,liam.ahmed0@outlook.com,2022-10-07,CA,
C0386,Fatima,Novak,fatima.novak1@outlook.com,03-04-2023,BD,
C0387,Grace,Smith,grace.smith2@yahoo.com,04-01-2022,CA,Gold
C0387,Grace,Smith,grace.smith2@yahoo.com,04-01-2022,CA,gold
C0388,Ava,Garcia,ava.garcia3@yahoo.com,2025-03-04,BD,bronze
C0389,Nina,Garcia,nina.garcia4@outlook.com,10-12-2022,US,bronze
C0390,Omar,Chen,omar.chen5@yahoo.com,05/19/2022,US,gold
C0390,Omar,Chen,omar.chen5@yahoo.com,05/19/2022,US,gold
C0391,Noah,Lopez,noah.lopez6@yahoo.com,04/27/2024,UK,Gold
C0392,Mei,Silva,mei.silva0@yahoo.com,11/30/2022,US,bronze
C0392,Mei,Silva,mei.silva0@yahoo.com,11/30/2022,US,bronze
C0393,Omar,Islam,omar.islam1@gmail.com,2023-12-02,BD,gold
C0394,Sara,Garcia,sara.garcia2@corp.com,03/05/2022,BD,Gold
C0395,Fatima,Khan,fatima.khan3@gmail.com,2023-11-10,CA,Gold
C0396,Zoe,Ahmed,zoe.ahmed4@outlook.com,2023-09-02,CA,Gold
C0397,Mei,Smith,mei.smith5@gmail.com,2024-01-09,UK,Gold
C0398,Tom,Khan,tom.khan6@yahoo.com,16-12-2022,US,
C0399,Grace,Lopez,grace.lopez0@corp.com,28-09-2024,,Gold
C0400,Priya,Lopez,priya.lopez1@outlook.com,01/18/2023,CA,
C0401,Omar,Silva,omar.silva2@gmail.com,06-11-2022,US,bronze
C0402,Elena,Silva,elena.silva3@yahoo.com,2025-02-07,AE,
C0403,Mei,Silva,mei.silva4@yahoo.com,09/02/2024,,gold
C0404,Ibrahim,Silva,ibrahim.silva5@yahoo.com,09/04/2022,BD,silver
C0405,Wei,Khan,wei.khan6@corp.com,10-06-2022,,silver
C0406,Omar,Garcia,omar.garcia0@gmail.com,06/28/2022,AE,bronze
C0407,Ibrahim,Rahman,ibrahim.rahman1@gmail.com,12/06/2024,BD,silver
C0408,Hassan,Islam,hassan.islam2@gmail.com,2025-02-26,AE,bronze
C0409,Omar,Lopez,omar.lopez3@corp.com,17-03-2025,BD,bronze
C0410,Ava,Silva,ava.silva4@corp.com,03/21/2022,UK,silver
C0410,Ava,Silva,ava.silva4@corp.com,03/21/2022,UK,silver
C0411,Mei,Ahmed,mei.ahmed5@outlook.com,02/11/2022,UK,bronze
C0412,Mei,Islam,mei.islam6@yahoo.com,10/03/2022,CA,bronze
C0413,Elena,Silva,elena.silva0@gmail.com,01/20/2023,CA,
C0414,Priya,Khan,priya.khan1@yahoo.com,05/15/2022,CA,silver
C0415,Ibrahim,Silva,ibrahim.silva2@gmail.com,2022-12-22,BD,gold
C0416,Noah,Khan,noah.khan3@outlook.com,02/12/2023,CA,Gold
C0417,Tom,Khan,tom.khan4@yahoo.com,02/02/2024,BD,
C0418,Priya,Garcia,priya.garcia5@yahoo.com,14-06-2023,US,bronze
C0418,Priya,Garcia,priya.garcia5@yahoo.com,14-06-2023,US,bronze
C0419,Rakib,Smith,rakib.smith6@yahoo.com,30-03-2023,BD,bronze
C0420,Ibrahim,Khan,ibrahim.khan0@gmail.com,2024-08-28,AE,gold
C0421,Ava,Ahmed,ava.ahmed1@outlook.com,05/17/2024,CA,bronze
C0422,,Novak,grace.novak2@corp.com,2025-04-12,,bronze
C0423,Ava,Silva,ava.silva3@outlook.com,04-09-2023,US,bronze
C0424,Liam,Ahmed,liam.ahmed4@outlook.com,2023-09-04,BD,gold
C0425,,Lopez,ava.lopez5@outlook.com,14-10-2022,CA,bronze
C0426,Elena,Lopez,elena.lopez6@corp.com,14-03-2022,AE,silver
C0427,Nina,Novak,nina.novak0@corp.com,05-01-2024,BD,Gold
C0428,Tom,Rahman,tom.rahman1@yahoo.com,14-06-2023,BD,bronze
C0429,Nina,Garcia,nina.garcia2@yahoo.com,09/21/2023,UK,bronze
C0430,Grace,Rahman,grace.rahman3@gmail.com,2024-08-21,AE,Gold
C0431,Sara,Rahman,sara.rahman4@yahoo.com,2024-10-21,CA,Gold
C0432,Rakib,Smith,rakib.smith5@yahoo.com,02/15/2023,AE,
C0433,Fatima,Islam,fatima.islam6@corp.com,13-11-2023,UK,gold
C0433,Fatima,Islam,fatima.islam6@corp.com,13-11-2023,UK,gold
C0434,Omar,Chen,omar.chen0@yahoo.com,2025-03-26,US,silver
C0435,,Lopez,elena.lopez1@corp.com,09/04/2024,AE,silver
C0436,,Garcia,amina.garcia2@yahoo.com,06-02-2022,,silver
C0437,Priya,Ahmed,priya.ahmed3@yahoo.com,07/30/2022,UK,silver
C0438,Rakib,Ahmed,rakib.ahmed4@outlook.com,22-07-2024,AE,bronze
C0439,Wei,Garcia,wei.garcia5@corp.com,2024-01-06,CA,gold
C0440,Wei,Chen,wei.chen6@gmail.com,2024-10-30,,gold
C0441,Omar,Novak,omar.novak0@gmail.com,09-04-2022,US,gold
C0442,Elena,Rahman,elena.rahman1@corp.com,11-09-2022,,silver
C0443,Amina,Ahmed,amina.ahmed2@corp.com,26-07-2022,AE,Gold
C0444,Elena,Islam,elena.islam3@gmail.com,2023-08-02,CA,silver
C0445,Omar,Novak,omar.novak4@yahoo.com,04-01-2024,BD,gold
C0446,,Rahman,carlos.rahman5@outlook.com,2023-04-26,US,gold
C0447,Mei,Smith,mei.smith6@gmail.com,2024-11-13,US,bronze
C0448,Noah,Ahmed,noah.ahmed0@outlook.com,2024-08-08,BD,gold
C0449,Priya,Garcia,priya.garcia1@corp.com,2022-08-26,US,gold
C0450,Fatima,Garcia,fatima.garcia2@outlook.com,15-06-2024,,gold
C0451,Liam,Smith,liam.smith3@gmail.com,03/31/2024,UK,
C0452,Mei,Lopez,mei.lopez4@yahoo.com,2022-08-20,US,silver
C0453,Hassan,Rahman,hassan.rahman5@corp.com,07-01-2023,UK,Gold
C0453,Hassan,Rahman,hassan.rahman5@corp.com,07-01-2023,UK,gold
C0454,Wei,Rahman,wei.rahman6@corp.com,08/20/2022,US,bronze
C0455,Amina,Novak,amina.novak0@yahoo.com,24-11-2023,,Gold
C0456,Nina,Rahman,nina.rahman1@outlook.com,2024-02-28,AE,Gold
C0457,Fatima,Novak,fatima.novak2@corp.com,2024-10-12,CA,bronze
C0458,Omar,Khan,omar.khan3@yahoo.com,01-02-2025,BD,gold
C0459,Hassan,Rahman,hassan.rahman4@gmail.com,10/17/2024,CA,gold
C0460,Elena,Khan,elena.khan5@gmail.com,06-07-2022,,bronze
C0461,Zoe,Chen,zoe.chen6@corp.com,11/30/2023,BD,
C0462,Ava,Silva,ava.silva0@corp.com,15-01-2024,US,silver
C0462,Ava,Silva,ava.silva0@corp.com,15-01-2024,US,silver
C0463,Priya,Ahmed,priya.ahmed1@outlook.com,2022-08-06,CA,silver
C0464,Elena,Islam,elena.islam2@outlook.com,2023-02-06,CA,silver
C0465,Carlos,Garcia,carlos.garcia3@gmail.com,2024-04-28,,Gold
C0466,Noah,Rahman,noah.rahman4@yahoo.com,2024-10-18,US,Gold
C0467,Hassan,Rahman,hassan.rahman5@yahoo.com,2025-03-30,BD,gold
C0468,Ava,Silva,ava.silva6@outlook.com,10/29/2024,AE,silver
C0469,Liam,Ahmed,liam.ahmed0@corp.com,2022-10-01,,Gold
C0470,Zoe,Garcia,zoe.garcia1@yahoo.com,2023-02-16,UK,bronze
C0471,Wei,Smith,wei.smith2@outlook.com,08/25/2022,AE,Gold
C0472,Elena,Novak,elena.novak3@outlook.com,2024-05-15,US,
C0473,Rakib,Chen,rakib.chen4@outlook.com,11/26/2022,BD,gold
C0474,Grace,Chen,grace.chen5@gmail.com,01/05/2024,,Gold
C0475,Zoe,Lopez,zoe.lopez6@yahoo.com,12-11-2024,,gold
C0476,,Lopez,yusuf.lopez0@outlook.com,2025-02-04,UK,silver
C0477,Noah,Chen,noah.chen1@outlook.com,24-01-2025,,silver
C0478,Fatima,Islam,fatima.islam2@yahoo.com,22-12-2022,CA,gold
C0479,Zoe,Ahmed,zoe.ahmed3@yahoo.com,26-11-2022,US,bronze
C0480,Wei,Khan,wei.khan4@yahoo.com,23-10-2023,,Gold
C0481,Grace,Rahman,grace.rahman5@outlook.com,30-05-2022,BD,silver
C0482,Ibrahim,Smith,ibrahim.smith6@corp.com,17-01-2025,UK,silver
C0483,Liam,Garcia,liam.garcia0@outlook.com,2023-08-25,AE,Gold
C0484,Zoe,Khan,zoe.khan1@gmail.com,12/10/2023,,Gold
C0485,Nina,Khan,nina.khan2@outlook.com,2024-02-21,AE,bronze
C0485,Nina,Khan,nina.khan2@outlook.com,2024-02-21,AE,bronze
C0486,Ibrahim,Garcia,ibrahim.garcia3@corp.com,2024-09-23,,silver
C0487,,Islam,sara.islam4@yahoo.com,06-01-2025,US,silver
C0488,Carlos,Lopez,carlos.lopez5@gmail.com,26-02-2023,,
C0489,Sara,Smith,sara.smith6@gmail.com,29-07-2024,US,gold
C0490,Omar,Novak,omar.novak0@gmail.com,2025-03-23,CA,
C0491,Yusuf,Lopez,yusuf.lopez1@outlook.com,02/04/2022,AE,gold
C0492,Ava,Islam,ava.islam2@gmail.com,05/29/2022,US,bronze
C0493,Grace,Silva,grace.silva3@gmail.com,07/31/2023,,gold
C0494,Zoe,Chen,zoe.chen4@yahoo.com,11-03-2024,,silver
C0495,,Khan,priya.khan5@yahoo.com,2022-09-10,AE,
C0496,Sara,Ahmed,sara.ahmed6@yahoo.com,2023-12-06,,Gold
C0497,Fatima,Chen,fatima.chen0@outlook.com,2023-02-02,AE,gold
C0498,Zoe,Rahman,zoe.rahman1@gmail.com,19-08-2023,US,silver
C0499,Mei,Garcia,mei.garcia2@outlook.com,20-09-2022,US,bronze
C0500,Carlos,Garcia,carlos.garcia3@corp.com,07/11/2024,UK,Gold
C0501,,Garcia,hassan.garcia4@outlook.com,2024-05-27,BD,silver
C0502,Elena,Ahmed,elena.ahmed5@outlook.com,03-10-2022,CA,
C0503,Grace,Rahman,grace.rahman6@gmail.com,26-12-2022,UK,silver
C0504,Carlos,Ahmed,carlos.ahmed0@gmail.com,2022-06-04,,gold
C0505,Hassan,Lopez,hassan.lopez1@yahoo.com,17-03-2022,AE,
C0506,Wei,Garcia,wei.garcia2@corp.com,03-04-2023,UK,silver
C0507,,Islam,ibrahim.islam3@corp.com,16-01-2024,BD,Gold
C0508,Ibrahim,Smith,ibrahim.smith4@corp.com,2022-11-23,AE,silver
C0509,Mei,Garcia,mei.garcia5@gmail.com,03/25/2023,UK,bronze
C0510,Carlos,Novak,carlos.novak6@outlook.com,03/05/2024,US,gold
C0511,Liam,Islam,liam.islam0@outlook.com,24-06-2023,BD,
C0512,Priya,Silva,priya.silva1@gmail.com,11/24/2024,BD,Gold
C0513,Priya,Rahman,priya.rahman2@corp.com,14-01-2022,CA,silver
C0514,Ibrahim,Ahmed,ibrahim.ahmed3@yahoo.com,2022-11-04,AE,gold
C0515,Elena,Garcia,elena.garcia4@gmail.com,13-09-2024,BD,Gold
C0516,Elena,Khan,elena.khan5@yahoo.com,2022-03-30,BD,silver
C0517,Rakib,Silva,rakib.silva6@yahoo.com,2022-04-25,BD,Gold
C0518,Ava,Silva,ava.silva0@gmail.com,2023-08-04,AE,
C0519,Fatima,Chen,fatima.chen1@corp.com,20-10-2022,BD,Gold
C0520,Omar,Smith,omar.smith2@outlook.com,17-07-2024,BD,
C0521,Tom,Khan,tom.khan3@yahoo.com,06-12-2024,BD,Gold
C0522,Mei,Silva,mei.silva4@gmail.com,24-12-2024,US,
C0523,Ava,Novak,ava.novak5@gmail.com,02-06-2024,US,Gold
C0524,Mei,Lopez,mei.lopez6@outlook.com,2025-03-25,UK,
C0525,,Ahmed,sara.ahmed0@corp.com,2023-06-12,,gold
C0526,Tom,Novak,tom.novak1@gmail.com,08-02-2024,UK,
C0527,Wei,Lopez,wei.lopez2@outlook.com,20-06-2023,UK,Gold
C0528,Yusuf,Chen,yusuf.chen3@corp.com,04-02-2025,UK,Gold
C0529,Omar,Ahmed,omar.ahmed4@outlook.com,26-03-2024,,gold
C0530,Noah,Smith,noah.smith5@gmail.com,16-03-2023,UK,Gold
C0531,Rakib,Smith,rakib.smith6@corp.com,2022-01-11,CA,Gold
C0532,Sara,Ahmed,sara.ahmed0@yahoo.com,2024-01-30,,
C0533,Yusuf,Silva,yusuf.silva1@outlook.com,2022-04-28,CA,gold
C0534,Ibrahim,Ahmed,ibrahim.ahmed2@yahoo.com,10-03-2022,,silver
C0535,Rakib,Garcia,rakib.garcia3@yahoo.com,2022-01-01,UK,
C0536,Yusuf,Lopez,yusuf.lopez4@yahoo.com,2024-11-26,US,gold
C0537,Zoe,Silva,zoe.silva5@outlook.com,12/13/2023,BD,
C0538,Hassan,Khan,hassan.khan6@outlook.com,12/25/2022,AE,gold
C0539,Liam,Islam,liam.islam0@outlook.com,06-01-2025,CA,
C0540,Nina,Garcia,nina.garcia1@corp.com,01-08-2024,CA,gold
C0541,Yusuf,Chen,yusuf.chen2@yahoo.com,10/09/2023,AE,Gold
C0541,Yusuf,Chen,yusuf.chen2@yahoo.com,10/09/2023,AE,gold
C0542,Omar,Chen,omar.chen3@outlook.com,07/10/2022,UK,gold
C0543,Fatima,Rahman,fatima.rahman4@outlook.com,2023-12-26,UK,silver
C0544,Carlos,Rahman,carlos.rahman5@yahoo.com,26-04-2023,UK,silver
C0545,Nina,Silva,nina.silva6@outlook.com,2022-11-16,US,
C0546,Zoe,Khan,zoe.khan0@corp.com,31-01-2024,AE,bronze
C0547,Ibrahim,Ahmed,ibrahim.ahmed1@corp.com,31-03-2023,AE,
C0548,Zoe,Khan,zoe.khan2@outlook.com,17-03-2024,CA,gold
C0549,Noah,Garcia,noah.garcia3@gmail.com,25-01-2022,AE,gold
C0550,Ava,Ahmed,ava.ahmed4@yahoo.com,01/28/2025,CA,Gold
C0551,Fatima,Rahman,fatima.rahman5@corp.com,03/08/2023,UK,bronze
C0552,Omar,Rahman,omar.rahman6@yahoo.com,2025-03-16,,silver
C0553,Omar,Chen,omar.chen0@corp.com,2024-02-20,,silver
C0554,Amina,Smith,amina.smith1@corp.com,2024-10-20,,Gold
C0555,Liam,Rahman,liam.rahman2@outlook.com,29-05-2023,US,
C0556,Fatima,Khan,fatima.khan3@yahoo.com,06/05/2023,US,
C0557,Omar,Garcia,omar.garcia4@outlook.com,21-02-2025,UK,bronze
C0557,Omar,Garcia,omar.garcia4@outlook.com,21-02-2025,UK,bronze
C0558,Tom,Garcia,tom.garcia5@yahoo.com,27-03-2025,AE,silver
C0559,Grace,Garcia,grace.garcia6@outlook.com,11/11/2024,CA,gold
C0560,Grace,Rahman,grace.rahman0@yahoo.com,10-12-2022,UK,
C0561,Hassan,Lopez,hassan.lopez1@gmail.com,2022-06-12,UK,bronze
C0562,Omar,Silva,omar.silva2@corp.com,07/10/2023,UK,Gold
C0563,Noah,Lopez,noah.lopez3@yahoo.com,2023-01-12,BD,bronze
C0564,Sara,Chen,sara.chen4@yahoo.com,2024-03-24,CA,Gold
C0565,Yusuf,Novak,yusuf.novak5@gmail.com,08/01/2022,US,
C0566,Nina,Ahmed,nina.ahmed6@corp.com,2022-09-16,BD,gold
C0566,Nina,Ahmed,nina.ahmed6@corp.com,2022-09-16,BD,gold
C0567,Priya,Garcia,priya.garcia0@corp.com,14-08-2024,AE,
C0568,Zoe,Smith,zoe.smith1@corp.com,03/01/2025,,Gold
C0569,Priya,Rahman,priya.rahman2@yahoo.com,07/03/2022,CA,bronze
C0570,Amina,Khan,amina.khan3@yahoo.com,12/06/2023,US,
C0571,Mei,Ahmed,mei.ahmed4@gmail.com,05/31/2024,US,Gold
C0572,Elena,Novak,elena.novak5@corp.com,2024-03-19,,
C0573,Nina,Ahmed,nina.ahmed6@gmail.com,14-05-2024,AE,bronze
C0574,Zoe,Ahmed,zoe.ahmed0@corp.com,2023-01-21,UK,gold
C0575,Ava,Rahman,ava.rahman1@outlook.com,2024-10-04,BD,gold
C0576,Amina,Smith,amina.smith2@gmail.com,08/01/2023,CA,gold
C0577,Wei,Khan,wei.khan3@corp.com,03/21/2023,CA,bronze
C0578,Rakib,Garcia,rakib.garcia4@gmail.com,2022-10-27,CA,gold
C0579,Fatima,Chen,fatima.chen5@outlook.com,2024-02-21,,silver
C0580,Noah,Chen,noah.chen6@gmail.com,02/12/2023,US,Gold
C0581,Carlos,Rahman,carlos.rahman0@corp.com,10/02/2023,,gold
C0582,Zoe,Novak,zoe.novak1@gmail.com,06/03/2023,BD,bronze
C0583,,Islam,carlos.islam2@yahoo.com,06/08/2024,UK,Gold
C0584,Nina,Khan,nina.khan3@gmail.com,05-04-2025,AE,silver
C0585,Sara,Chen,sara.chen4@yahoo.com,2024-10-20,UK,gold
C0586,Wei,Novak,wei.novak5@gmail.com,09/15/2022,AE,bronze
C0587,Noah,Chen,noah.chen6@gmail.com,02/13/2024,UK,gold
C0588,Noah,Novak,noah.novak0@outlook.com,16-01-2025,AE,silver
C0589,Liam,Rahman,liam.rahman1@outlook.com,2025-02-09,BD,
C0590,Omar,Novak,omar.novak2@outlook.com,2024-07-18,AE,
C0591,Amina,Silva,amina.silva3@outlook.com,05/05/2023,,Gold
C0592,Carlos,Novak,carlos.novak4@corp.com,2025-02-03,UK,
C0593,Tom,Islam,tom.islam5@gmail.com,2022-03-31,US,silver
C0594,Carlos,Islam,carlos.islam6@gmail.com,15-03-2025,,
C0595,Hassan,Ahmed,hassan.ahmed0@gmail.com,2024-01-21,US,gold
C0596,Carlos,Rahman,carlos.rahman1@gmail.com,16-08-2024,AE,
C0597,Rakib,Silva,rakib.silva2@outlook.com,2024-12-19,UK,gold
C0598,Ibrahim,Islam,ibrahim.islam3@gmail.com,19-04-2023,BD,Gold
C0599,Hassan,Smith,hassan.smith4@corp.com,05-08-2022,,
C0600,Elena,Islam,elena.islam5@yahoo.com,05-01-2023,UK,silver
